"tconst"	"titleType"	"primaryTitle"	"originalTitle"	"isAdult"	"startYear"	"endYear"	"runtimeMinutes"	"genres"	"averageRating"	"numVotes"
"56201"	"tt0057261"	"movie"	"Lord of the Flies"	"Lord of the Flies"	0	1963	"\N"	"92"	"Adventure,Drama,Thriller"	7	15879
"56203"	"tt0057263"	"movie"	"Love with the Proper Stranger"	"Love with the Proper Stranger"	0	1963	"\N"	"102"	"Comedy,Drama,Romance"	7.5	3637
"56217"	"tt0057277"	"movie"	"The Big City"	"Mahanagar"	0	1963	"\N"	"136"	"Drama"	8.3	2726
"56226"	"tt0057286"	"movie"	"Hands Over the City"	"Le mani sulla città"	0	1963	"\N"	"101"	"Drama"	7.7	2086
"56235"	"tt0057295"	"movie"	"Matango"	"Matango"	0	1963	"\N"	"89"	"Drama,Horror,Mystery"	6.6	2245
"56238"	"tt0057298"	"movie"	"McLintock!"	"McLintock!"	0	1963	"\N"	"127"	"Comedy,Romance,Western"	7.2	11412
"56258"	"tt0057318"	"movie"	"Mondo cane"	"Mondo cane"	0	1962	"\N"	"108"	"Documentary,Horror"	6.4	3111
"56263"	"tt0057323"	"movie"	"The Monsters"	"I mostri"	0	1963	"\N"	"121"	"Comedy"	7.6	1872
"56268"	"tt0057328"	"movie"	"The Mouse on the Moon"	"The Mouse on the Moon"	0	1963	"\N"	"82"	"Comedy,Romance,Sci-Fi"	6.5	1287
"56269"	"tt0057329"	"movie"	"Move Over, Darling"	"Move Over, Darling"	0	1963	"\N"	"103"	"Comedy,Romance"	7	4531
"56274"	"tt0057334"	"movie"	"Murder at the Gallop"	"Murder at the Gallop"	0	1963	"\N"	"81"	"Comedy,Crime,Drama"	7.3	4512
"56276"	"tt0057336"	"movie"	"Muriel, or the Time of Return"	"Muriel ou le temps d'un retour"	0	1963	"\N"	"117"	"Drama"	7.5	2410
"56284"	"tt0057344"	"movie"	"Any Number Can Win"	"Mélodie en sous-sol"	0	1963	"\N"	"118"	"Crime,Drama,Romance"	7.4	2441
"56285"	"tt0057345"	"movie"	"Contempt"	"Le mépris"	0	1963	"\N"	"103"	"Drama,Romance"	7.7	24588
"56297"	"tt0057357"	"movie"	"El Naser Salah el Dine"	"El Naser Salah el Dine"	0	1963	"\N"	"90"	"Action,Adventure,Drama"	7.8	1786
"56298"	"tt0057358"	"movie"	"Winter Light"	"Nattvardsgästerna"	0	1963	"\N"	"81"	"Drama"	8.1	18483
"56300"	"tt0057360"	"movie"	"A New Kind of Love"	"A New Kind of Love"	0	1963	"\N"	"110"	"Comedy,Romance"	6	1096
"56303"	"tt0057363"	"movie"	"The Insect Woman"	"Nippon konchûki"	0	1963	"\N"	"123"	"Drama"	7.5	1639
"56312"	"tt0057372"	"movie"	"The Nutty Professor"	"The Nutty Professor"	0	1963	"\N"	"107"	"Comedy,Romance,Sci-Fi"	6.7	14131
"56319"	"tt0057379"	"movie"	"The Old Dark House"	"The Old Dark House"	0	1963	"\N"	"86"	"Comedy,Horror,Mystery"	5.4	1317
"56320"	"tt0057380"	"movie"	"Old Shatterhand"	"Old Shatterhand"	0	1964	"\N"	"122"	"Adventure,Western"	6.2	1167
"56333"	"tt0057393"	"movie"	"PT 109"	"PT 109"	0	1963	"\N"	"140"	"Biography,Drama,War"	6.5	2013
"56341"	"tt0057401"	"movie"	"Paranoiac"	"Paranoiac"	0	1963	"\N"	"80"	"Drama,Horror,Mystery"	7	2107
"56352"	"tt0057413"	"movie"	"The Pink Panther"	"The Pink Panther"	0	1963	"\N"	"115"	"Comedy,Crime,Romance"	7.2	44266
"56361"	"tt0057422"	"movie"	"Squeak-squeak"	"Pouic-Pouic"	0	1963	"\N"	"86"	"Comedy"	6.5	1269
"56365"	"tt0057426"	"movie"	"The Prize"	"The Prize"	0	1963	"\N"	"134"	"Crime,Drama,Mystery"	6.8	3752
"56366"	"tt0057427"	"movie"	"The Trial"	"Le procès"	0	1962	"\N"	"119"	"Drama,Mystery,Thriller"	7.8	17022
"56382"	"tt0057443"	"movie"	"Evil Eye"	"La ragazza che sapeva troppo"	0	1963	"\N"	"86"	"Comedy,Mystery,Romance"	7.1	3293
"56388"	"tt0057449"	"movie"	"The Raven"	"The Raven"	0	1963	"\N"	"86"	"Comedy,Fantasy,Horror"	6.7	9305
"56404"	"tt0057465"	"movie"	"The Sadist"	"The Sadist"	0	1963	"\N"	"92"	"Thriller"	6.7	2066
"56427"	"tt0057490"	"movie"	"The Servant"	"The Servant"	0	1963	"\N"	"116"	"Drama"	7.9	7931
"56432"	"tt0057495"	"movie"	"Shock Corridor"	"Shock Corridor"	0	1963	"\N"	"101"	"Drama,Mystery"	7.5	9764
"56440"	"tt0057503"	"movie"	"New Tale of Zatoichi"	"Shin Zatôichi monogatari"	0	1963	"\N"	"91"	"Action,Adventure,Drama"	7.5	1484
"56454"	"tt0057517"	"movie"	"Soldier in the Rain"	"Soldier in the Rain"	0	1963	"\N"	"88"	"Comedy,Drama,Romance"	6.9	1391
"56455"	"tt0057518"	"movie"	"Son of Flubber"	"Son of Flubber"	0	1963	"\N"	"100"	"Comedy,Family,Sci-Fi"	6.1	2391
"56460"	"tt0057523"	"movie"	"Spencer's Mountain"	"Spencer's Mountain"	0	1963	"\N"	"118"	"Drama,Family"	7.1	2211
"56478"	"tt0057541"	"movie"	"Summer Holiday"	"Summer Holiday"	0	1963	"\N"	"107"	"Comedy,Musical"	6.2	1183
"56479"	"tt0057542"	"movie"	"Summer Magic"	"Summer Magic"	0	1963	"\N"	"110"	"Comedy,Family,Musical"	7.1	1944
"56480"	"tt0057543"	"movie"	"Sunday in New York"	"Sunday in New York"	0	1963	"\N"	"105"	"Comedy,Romance"	6.8	2178
"56483"	"tt0057546"	"movie"	"The Sword in the Stone"	"The Sword in the Stone"	0	1963	"\N"	"79"	"Adventure,Animation,Comedy"	7.2	79522
"56492"	"tt0057556"	"movie"	"Take Her, She's Mine"	"Take Her, She's Mine"	0	1963	"\N"	"98"	"Comedy"	6.4	1037
"56501"	"tt0057565"	"movie"	"High and Low"	"Tengoku to jigoku"	0	1963	"\N"	"143"	"Crime,Drama,Mystery"	8.4	23455
"56504"	"tt0057569"	"movie"	"The Terror"	"The Terror"	0	1963	"\N"	"81"	"Horror,Thriller"	5	6202
"56513"	"tt0057578"	"movie"	"This Sporting Life"	"This Sporting Life"	0	1963	"\N"	"134"	"Drama,Sport"	7.8	5277
"56514"	"tt0057579"	"movie"	"The Three Lives of Thomasina"	"The Three Lives of Thomasina"	0	1963	"\N"	"97"	"Drama,Family"	7.3	1933
"56516"	"tt0057581"	"movie"	"The Thrill of It All"	"The Thrill of It All"	0	1963	"\N"	"108"	"Comedy,Romance"	7	4228
"56525"	"tt0057590"	"movie"	"Tom Jones"	"Tom Jones"	0	1963	"\N"	"128"	"Adventure,Comedy,History"	6.6	10326
"56526"	"tt0057591"	"movie"	"Monsieur Gangster"	"Les tontons flingueurs"	0	1963	"\N"	"105"	"Action,Comedy,Crime"	7.9	4752
"56538"	"tt0057603"	"movie"	"Black Sabbath"	"I tre volti della paura"	0	1963	"\N"	"92"	"Horror"	7.2	8934
"56543"	"tt0057608"	"movie"	"Twice-Told Tales"	"Twice-Told Tales"	0	1963	"\N"	"120"	"Horror,Mystery,Romance"	6.8	2138
"56546"	"tt0057611"	"movie"	"The Silence"	"Tystnaden"	0	1963	"\N"	"96"	"Drama"	8	15554
"56556"	"tt0057622"	"movie"	"Under the Yum Yum Tree"	"Under the Yum Yum Tree"	0	1963	"\N"	"110"	"Comedy,Romance"	6.1	1406
"56568"	"tt0057634"	"movie"	"The V.I.P.s"	"The V.I.P.s"	0	1963	"\N"	"119"	"Drama"	6.3	2991
"56571"	"tt0057637"	"movie"	"The Night Before Christmas"	"Vechera na khutore bliz Dikanki"	0	1961	"\N"	"68"	"Comedy,Fantasy,Romance"	7.8	1070
"56577"	"tt0057643"	"movie"	"The Executioner"	"El verdugo"	0	1963	"\N"	"87"	"Comedy,Drama"	8.1	4751
"56586"	"tt0057652"	"movie"	"The Victors"	"The Victors"	0	1963	"\N"	"175"	"Drama,War"	7.1	1269
"56588"	"tt0057654"	"movie"	"Barren Lives"	"Vidas Secas"	0	1963	"\N"	"103"	"Drama"	7.6	1930
"56617"	"tt0057683"	"movie"	"Who's Minding the Store?"	"Who's Minding the Store?"	0	1963	"\N"	"90"	"Comedy"	6.8	1996
"56621"	"tt0057687"	"movie"	"Winnetou"	"Winnetou - 1. Teil"	0	1963	"\N"	"101"	"Adventure,Western"	6.9	3244
"56627"	"tt0057693"	"movie"	"X: The Man with the X-Ray Eyes"	"X"	0	1963	"\N"	"79"	"Horror,Sci-Fi,Thriller"	6.7	5415
"56628"	"tt0057694"	"movie"	"Walking the Streets of Moscow"	"Ya shagayu po Moskve"	0	1964	"\N"	"78"	"Comedy,Romance"	7.9	2097
"56631"	"tt0057697"	"movie"	"Youth of the Beast"	"Yajû no seishun"	0	1963	"\N"	"92"	"Action,Crime,Mystery"	7.6	2656
"56644"	"tt0057710"	"movie"	"An Actor's Revenge"	"Yukinojô henge"	0	1963	"\N"	"115"	"Drama"	7.5	1719
"56648"	"tt0057714"	"movie"	"Zatoichi on the Road"	"Zatôichi kenka-tabi"	0	1963	"\N"	"85"	"Action,Adventure,Drama"	7.3	1298
"56649"	"tt0057715"	"movie"	"Zatoichi the Fugitive"	"Zatôichi kyôjô-tabi"	0	1963	"\N"	"86"	"Action,Adventure,Drama"	7.3	1288
"56738"	"tt0057809"	"movie"	"36 Hours"	"36 Hours"	0	1964	"\N"	"115"	"Thriller,War"	7.3	3279
"56740"	"tt0057811"	"movie"	"633 Squadron"	"633 Squadron"	0	1964	"\N"	"102"	"Drama,War"	6.4	3069
"56741"	"tt0057812"	"movie"	"7 Faces of Dr. Lao"	"7 Faces of Dr. Lao"	0	1964	"\N"	"100"	"Fantasy,Mystery,Western"	7.3	4061
"56757"	"tt0057829"	"movie"	"Intentions of Murder"	"Akai satsui"	0	1964	"\N"	"150"	"Drama"	7.8	1117
"56759"	"tt0057831"	"movie"	"Zorba the Greek"	"Alexis Zorbas"	0	1964	"\N"	"142"	"Comedy,Drama"	7.7	18557
"56767"	"tt0057840"	"movie"	"The Americanization of Emily"	"The Americanization of Emily"	0	1964	"\N"	"115"	"Comedy,Drama,War"	7.4	4354
"56769"	"tt0057842"	"movie"	"This Special Friendship"	"Les amitiés particulières"	0	1964	"\N"	"100"	"Drama"	7.6	2413
"56773"	"tt0057846"	"movie"	"Angélique, marquise des anges"	"Angélique, marquise des anges"	0	1964	"\N"	"115"	"Adventure,Drama,History"	6.9	2231
"56795"	"tt0057869"	"movie"	"Band of Outsiders"	"Bande à part"	0	1964	"\N"	"95"	"Comedy,Crime,Drama"	7.8	19967
"56796"	"tt0057870"	"movie"	"The Great Spy Chase"	"Les Barbouzes"	0	1964	"\N"	"109"	"Action,Comedy,Thriller"	7	1497
"56803"	"tt0057877"	"movie"	"Becket"	"Becket"	0	1964	"\N"	"148"	"Biography,Drama,History"	8	12582
"56804"	"tt0057878"	"movie"	"Bedtime Story"	"Bedtime Story"	0	1964	"\N"	"99"	"Comedy"	6.8	1410
"56805"	"tt0057879"	"movie"	"Behold a Pale Horse"	"Behold a Pale Horse"	0	1964	"\N"	"118"	"Drama,War"	7.1	1575
"56809"	"tt0057883"	"movie"	"The Best Man"	"The Best Man"	0	1964	"\N"	"102"	"Drama"	7.7	2697
"56813"	"tt0057887"	"movie"	"Bikini Beach"	"Bikini Beach"	0	1964	"\N"	"99"	"Comedy,Musical,Romance"	5.5	1140
"56842"	"tt0057917"	"movie"	"The Carpetbaggers"	"The Carpetbaggers"	0	1964	"\N"	"150"	"Drama,Romance"	6.5	1772
"56843"	"tt0057918"	"movie"	"Carry On Cleo"	"Carry On Cleo"	0	1964	"\N"	"92"	"Adventure,Comedy,History"	6.8	3579
"56844"	"tt0057919"	"movie"	"Carry On Jack"	"Carry On Jack"	0	1964	"\N"	"91"	"Adventure,Comedy,Romance"	5.9	1821
"56845"	"tt0057920"	"movie"	"Carry on Spying"	"Carry on Spying"	0	1964	"\N"	"87"	"Comedy"	6.2	2162
"56858"	"tt0057933"	"movie"	"The Chalk Garden"	"The Chalk Garden"	0	1964	"\N"	"106"	"Drama,Mystery"	7.5	1471
"56860"	"tt0057935"	"movie"	"Charulata"	"Charulata"	0	1964	"\N"	"117"	"Drama,Romance"	8.2	4237
"56865"	"tt0057940"	"movie"	"Cheyenne Autumn"	"Cheyenne Autumn"	0	1964	"\N"	"154"	"Drama,History,Western"	6.8	4524
"56877"	"tt0057952"	"movie"	"Circus World"	"Circus World"	0	1964	"\N"	"135"	"Drama,Western"	6.2	2079
"56885"	"tt0057960"	"movie"	"Love Meetings"	"Comizi d'amore"	0	1964	"\N"	"92"	"Documentary"	7.5	1080
"56892"	"tt0057967"	"movie"	"The Sucker"	"Le corniaud"	0	1965	"\N"	"111"	"Adventure,Comedy,Crime"	7.5	5435
"56911"	"tt0057986"	"movie"	"The Curse of the Mummy's Tomb"	"The Curse of the Mummy's Tomb"	0	1964	"\N"	"78"	"Horror"	5.6	1967
"56918"	"tt0057993"	"movie"	"Castle of Blood"	"Danza macabra"	0	1964	"\N"	"87"	"Horror"	7	1779
"56922"	"tt0057997"	"movie"	"Dead Ringer"	"Dead Ringer"	0	1964	"\N"	"116"	"Crime,Drama,Thriller"	7.4	4081
"56924"	"tt0057999"	"movie"	"Dear Heart"	"Dear Heart"	0	1964	"\N"	"114"	"Comedy,Family"	7.3	1132
"56926"	"tt0058001"	"movie"	"Diamonds of the Night"	"Démanty noci"	0	1964	"\N"	"66"	"Drama,War"	7.5	1412
"56927"	"tt0058003"	"movie"	"Red Desert"	"Il deserto rosso"	0	1964	"\N"	"117"	"Drama"	7.7	11824
"56930"	"tt0058006"	"movie"	"Black God, White Devil"	"Deus e o Diabo na Terra do Sol"	0	1964	"\N"	"120"	"Adventure,Crime,Drama"	7.4	3426
"56942"	"tt0058018"	"movie"	"The Disorderly Orderly"	"The Disorderly Orderly"	0	1964	"\N"	"90"	"Comedy,Romance"	6.4	2586
"56946"	"tt0058022"	"movie"	"Welcome, or No Trespassing"	"Dobro pozhalovat, ili Postoronnim vkhod vospreshchen"	0	1964	"\N"	"74"	"Comedy,Family"	8.2	2084
"56974"	"tt0058050"	"movie"	"The Earth Dies Screaming"	"The Earth Dies Screaming"	0	1964	"\N"	"62"	"Horror,Sci-Fi"	6	1198
"56984"	"tt0058060"	"movie"	"Ensign Pulver"	"Ensign Pulver"	0	1964	"\N"	"104"	"Comedy,Drama,War"	5.9	1363
"56997"	"tt0058073"	"movie"	"The Evil of Frankenstein"	"The Evil of Frankenstein"	0	1964	"\N"	"84"	"Horror"	6.1	3114
"57007"	"tt0058083"	"movie"	"Fail-Safe"	"Fail-Safe"	0	1964	"\N"	"112"	"Drama,Thriller"	8	17523
"57009"	"tt0058085"	"movie"	"The Fall of the Roman Empire"	"The Fall of the Roman Empire"	0	1964	"\N"	"188"	"Drama,History,War"	6.7	7374
"57013"	"tt0058089"	"movie"	"Fantomas"	"Fantômas"	0	1964	"\N"	"100"	"Adventure,Comedy,Crime"	7	7933
"57015"	"tt0058091"	"movie"	"Fate Is the Hunter"	"Fate Is the Hunter"	0	1964	"\N"	"106"	"Drama,Mystery,Thriller"	7	1143
"57016"	"tt0058092"	"movie"	"Father Goose"	"Father Goose"	0	1964	"\N"	"118"	"Adventure,Comedy,Romance"	7.4	8706
"57023"	"tt0058100"	"movie"	"First Men in the Moon"	"First Men in the Moon"	0	1964	"\N"	"103"	"Adventure,Sci-Fi"	6.7	4614
"57046"	"tt0058123"	"movie"	"Joy House"	"Les félins"	0	1964	"\N"	"97"	"Crime,Drama,Romance"	7	1622
"57047"	"tt0058124"	"movie"	"All These Women"	"För att inte tala om alla dessa kvinnor"	0	1964	"\N"	"80"	"Comedy"	5.6	1601
"57049"	"tt0058126"	"movie"	"Hamlet"	"Gamlet"	0	1964	"\N"	"140"	"Drama"	8.4	2231
"57058"	"tt0058135"	"movie"	"The Troops of St. Tropez"	"Le gendarme de Saint-Tropez"	0	1964	"\N"	"90"	"Adventure,Comedy,Crime"	7.2	9750
"57061"	"tt0058138"	"movie"	"Gertrud"	"Gertrud"	0	1964	"\N"	"116"	"Drama,Romance"	7.5	4885
"57073"	"tt0058150"	"movie"	"Goldfinger"	"Goldfinger"	0	1964	"\N"	"110"	"Action,Adventure,Thriller"	7.7	157922
"57076"	"tt0058153"	"movie"	"Good Neighbor Sam"	"Good Neighbor Sam"	0	1964	"\N"	"130"	"Comedy"	6.9	2010
"57077"	"tt0058154"	"movie"	"Goodbye Charlie"	"Goodbye Charlie"	0	1964	"\N"	"116"	"Comedy,Fantasy,Romance"	6.3	1353
"57078"	"tt0058155"	"movie"	"The Gorgon"	"The Gorgon"	0	1964	"\N"	"83"	"Horror"	6.5	4444
"57088"	"tt0058166"	"movie"	"Guns at Batasi"	"Guns at Batasi"	0	1964	"\N"	"103"	"Drama,History,War"	7.1	1184
"57104"	"tt0058182"	"movie"	"A Hard Day's Night"	"A Hard Day's Night"	0	1964	"\N"	"87"	"Comedy,Music,Musical"	7.7	36637
"57125"	"tt0058203"	"movie"	"That Man from Rio"	"L'homme de Rio"	0	1964	"\N"	"112"	"Action,Adventure,Comedy"	7.1	3907
"57134"	"tt0058212"	"movie"	"How to Murder Your Wife"	"How to Murder Your Wife"	0	1965	"\N"	"118"	"Comedy"	6.6	5160
"57135"	"tt0058213"	"movie"	"Hush...Hush, Sweet Charlotte"	"Hush...Hush, Sweet Charlotte"	0	1964	"\N"	"133"	"Crime,Drama,Mystery"	7.6	11403
"57151"	"tt0058230"	"movie"	"The Incredible Mr. Limpet"	"The Incredible Mr. Limpet"	0	1964	"\N"	"99"	"Animation,Comedy,Family"	6.5	4389
"57159"	"tt0058238"	"movie"	"Invitation to a Gunfighter"	"Invitation to a Gunfighter"	0	1964	"\N"	"92"	"Romance,Western"	6.3	1501
"57170"	"tt0058249"	"movie"	"Diary of a Chambermaid"	"Le journal d'une femme de chambre"	0	1964	"\N"	"97"	"Crime,Drama"	7.6	7406
"57183"	"tt0058262"	"movie"	"The Killers"	"The Killers"	0	1964	"\N"	"93"	"Crime,Drama,Mystery"	7.1	5924
"57184"	"tt0058263"	"movie"	"King & Country"	"King & Country"	0	1964	"\N"	"88"	"Drama,War"	7.5	1653
"57186"	"tt0058265"	"movie"	"Kiss Me, Stupid"	"Kiss Me, Stupid"	0	1964	"\N"	"125"	"Comedy,Romance"	7	6268
"57196"	"tt0058275"	"movie"	"Lemonade Joe"	"Limonádový Joe aneb Konská opera"	0	1964	"\N"	"95"	"Adventure,Comedy,Musical"	7.6	2301
"57200"	"tt0058279"	"movie"	"Kwaidan"	"Kaidan"	0	1964	"\N"	"183"	"Drama,Fantasy,Horror"	8	12641
"57204"	"tt0058283"	"movie"	"Lady in a Cage"	"Lady in a Cage"	0	1964	"\N"	"94"	"Drama,Horror,Thriller"	6.8	2436
"57215"	"tt0058294"	"movie"	"Lilith"	"Lilith"	0	1964	"\N"	"114"	"Drama"	7	2096
"57244"	"tt0058324"	"movie"	"Man's Favorite Sport?"	"Man's Favorite Sport?"	0	1964	"\N"	"120"	"Comedy,Romance"	7.2	4249
"57249"	"tt0058329"	"movie"	"Marnie"	"Marnie"	0	1964	"\N"	"130"	"Crime,Drama,Mystery"	7.2	40192
"57251"	"tt0058331"	"movie"	"Mary Poppins"	"Mary Poppins"	0	1964	"\N"	"139"	"Comedy,Family,Fantasy"	7.8	140888
"57253"	"tt0058333"	"movie"	"The Masque of the Red Death"	"The Masque of the Red Death"	0	1964	"\N"	"89"	"Horror"	7.1	10826
"57255"	"tt0058335"	"movie"	"Marriage Italian Style"	"Matrimonio all'italiana"	0	1964	"\N"	"102"	"Comedy,Drama,Romance"	7.5	7009
"57263"	"tt0058343"	"movie"	"Merveilleuse Angélique"	"Merveilleuse Angélique"	0	1965	"\N"	"105"	"Adventure,History,Romance"	6.8	1274
"57289"	"tt0058371"	"movie"	"The Moon-Spinners"	"The Moon-Spinners"	0	1964	"\N"	"118"	"Family,Mystery,Romance"	6.8	1750
"57292"	"tt0058374"	"movie"	"Frosty"	"Morozko"	0	1965	"\N"	"84"	"Comedy,Family,Fantasy"	6.1	4039
"57297"	"tt0058379"	"movie"	"Mothra vs. Godzilla"	"Mosura tai Gojira"	0	1964	"\N"	"89"	"Action,Adventure,Fantasy"	6.5	6030
"57300"	"tt0058382"	"movie"	"Murder Ahoy"	"Murder Ahoy"	0	1964	"\N"	"93"	"Comedy,Crime,Drama"	7.1	3930
"57301"	"tt0058383"	"movie"	"Murder Most Foul"	"Murder Most Foul"	0	1964	"\N"	"90"	"Comedy,Crime,Drama"	7.2	4130
"57303"	"tt0058385"	"movie"	"My Fair Lady"	"My Fair Lady"	0	1964	"\N"	"170"	"Drama,Family,Musical"	7.9	79209
"57308"	"tt0058390"	"movie"	"The Naked Kiss"	"The Naked Kiss"	0	1964	"\N"	"90"	"Crime,Drama"	7.4	6071
"57321"	"tt0058403"	"movie"	"The Night Walker"	"The Night Walker"	0	1964	"\N"	"86"	"Horror,Mystery,Thriller"	6.4	1458
"57322"	"tt0058404"	"movie"	"The Night of the Iguana"	"The Night of the Iguana"	0	1964	"\N"	"125"	"Drama"	7.8	9775
"57323"	"tt0058405"	"movie"	"Nightmare"	"Nightmare"	0	1964	"\N"	"83"	"Horror,Mystery,Thriller"	6.7	1476
"57327"	"tt0058409"	"movie"	"Gate of Flesh"	"Nikutai no mon"	0	1964	"\N"	"90"	"Drama"	7.6	2473
"57332"	"tt0058414"	"movie"	"Nothing But a Man"	"Nothing But a Man"	0	1964	"\N"	"95"	"Drama,Romance"	8.1	1079
"57348"	"tt0058430"	"movie"	"Onibaba"	"Onibaba"	0	1964	"\N"	"103"	"Drama,Horror"	8	13483
"57355"	"tt0058437"	"movie"	"The Outrage"	"The Outrage"	0	1964	"\N"	"96"	"Crime,Drama,Western"	6.3	1771
"57368"	"tt0058450"	"movie"	"The Umbrellas of Cherbourg"	"Les parapluies de Cherbourg"	0	1964	"\N"	"91"	"Drama,Musical,Romance"	7.9	20296
"57371"	"tt0058453"	"movie"	"Paris When It Sizzles"	"Paris - When It Sizzles"	0	1964	"\N"	"110"	"Comedy,Romance"	6.4	6843
"57374"	"tt0058456"	"movie"	"The Patsy"	"The Patsy"	0	1964	"\N"	"101"	"Comedy"	6.3	1741
"57376"	"tt0058458"	"movie"	"The Soft Skin"	"La peau douce"	0	1964	"\N"	"113"	"Drama,Romance"	7.6	5897
"57379"	"tt0058461"	"movie"	"A Fistful of Dollars"	"Per un pugno di dollari"	0	1964	"\N"	"99"	"Western"	8	176761
"57418"	"tt0058500"	"movie"	"The Pumpkin Eater"	"The Pumpkin Eater"	0	1964	"\N"	"118"	"Drama"	7.3	1715
"57443"	"tt0058525"	"movie"	"Rio Conchos"	"Rio Conchos"	0	1964	"\N"	"107"	"Action,Drama,War"	6.6	1444
"57447"	"tt0058529"	"movie"	"Robin and the 7 Hoods"	"Robin and the 7 Hoods"	0	1964	"\N"	"123"	"Comedy,Crime,Musical"	6.5	4167
"57448"	"tt0058530"	"movie"	"Robinson Crusoe on Mars"	"Robinson Crusoe on Mars"	0	1964	"\N"	"110"	"Adventure,Sci-Fi"	6.6	5553
"57452"	"tt0058534"	"movie"	"Roustabout"	"Roustabout"	0	1964	"\N"	"101"	"Drama,Music,Musical"	6	2307
"57462"	"tt0058544"	"movie"	"Ghidorah, the Three-Headed Monster"	"San daikaijû: Chikyû saidai no kessen"	0	1964	"\N"	"93"	"Action,Adventure,Fantasy"	6.7	4201
"57465"	"tt0058547"	"movie"	"Sangam"	"Sangam"	0	1964	"\N"	"238"	"Drama,Musical,Romance"	7.6	1319
"57475"	"tt0058557"	"movie"	"Seance on a Wet Afternoon"	"Seance on a Wet Afternoon"	0	1964	"\N"	"121"	"Crime,Drama"	7.9	5264
"57481"	"tt0058564"	"movie"	"Seduced and Abandoned"	"Sedotta e abbandonata"	0	1964	"\N"	"118"	"Comedy,Drama"	8	2537
"57483"	"tt0058567"	"movie"	"Blood and Black Lace"	"6 donne per l'assassino"	0	1964	"\N"	"88"	"Horror,Mystery,Thriller"	7.3	7189
"57487"	"tt0058571"	"movie"	"Send Me No Flowers"	"Send Me No Flowers"	0	1964	"\N"	"100"	"Comedy,Drama,Romance"	7	5328
"57491"	"tt0058576"	"movie"	"Seven Days in May"	"Seven Days in May"	0	1964	"\N"	"118"	"Drama,Thriller"	7.9	11394
"57494"	"tt0058580"	"movie"	"Sex and the Single Girl"	"Sex and the Single Girl"	0	1964	"\N"	"110"	"Comedy,Romance"	6.5	3187
"57500"	"tt0058586"	"movie"	"A Shot in the Dark"	"A Shot in the Dark"	0	1964	"\N"	"102"	"Comedy,Mystery"	7.5	23190
"57517"	"tt0058604"	"movie"	"I Am Cuba"	"Soy Cuba"	0	1964	"\N"	"108"	"Drama,History,War"	8	7137
"57519"	"tt0058606"	"movie"	"Spider Baby or, the Maddest Story Ever Told"	"Spider Baby or, the Maddest Story Ever Told"	0	1967	"\N"	"81"	"Comedy,Horror"	7	5298
"57533"	"tt0058620"	"movie"	"Strait-Jacket"	"Strait-Jacket"	0	1964	"\N"	"93"	"Drama,Horror,Thriller"	6.8	4260
"57538"	"tt0058625"	"movie"	"Woman in the Dunes"	"Suna no onna"	0	1964	"\N"	"123"	"Drama,Thriller"	8.5	14643
"57555"	"tt0058642"	"movie"	"Shadows of Forgotten Ancestors"	"Tini zabutykh predkiv"	0	1964	"\N"	"97"	"Drama,Music,Romance"	8.1	5136
"57565"	"tt0058652"	"movie"	"Three Outlaw Samurai"	"Sanbiki no samurai"	0	1964	"\N"	"95"	"Action,Drama"	7.7	2558
"57572"	"tt0058659"	"movie"	"The Time Travelers"	"The Time Travelers"	0	1964	"\N"	"82"	"Sci-Fi"	5.1	1882
"57585"	"tt0058672"	"movie"	"Topkapi"	"Topkapi"	0	1964	"\N"	"120"	"Adventure,Comedy,Crime"	7.1	7524
"57605"	"tt0058692"	"movie"	"The Black Tulip"	"La tulipe noire"	0	1964	"\N"	"115"	"Action,Adventure,Comedy"	6.8	1777
"57607"	"tt0058694"	"movie"	"Two Thousand Maniacs!"	"Two Thousand Maniacs!"	0	1964	"\N"	"83"	"Horror"	5.9	3824
"57613"	"tt0058700"	"movie"	"The Last Man on Earth"	"The Last Man on Earth"	0	1964	"\N"	"86"	"Horror,Sci-Fi"	6.9	15462
"57614"	"tt0058701"	"movie"	"Une Femme Mariée"	"Une femme mariée: Suite de fragments d'un film tourné en 1964"	0	1964	"\N"	"95"	"Drama"	7.4	2645
"57621"	"tt0058708"	"movie"	"The Unsinkable Molly Brown"	"The Unsinkable Molly Brown"	0	1964	"\N"	"128"	"Biography,Comedy,Musical"	6.8	3043
"57622"	"tt0058709"	"movie"	"Amongst Vultures"	"Unter Geiern"	0	1964	"\N"	"98"	"Adventure,Western"	5.9	1233
"57628"	"tt0058715"	"movie"	"The Gospel According to St. Matthew"	"Il vangelo secondo Matteo"	0	1964	"\N"	"137"	"Biography,Drama,History"	7.8	9453
"57637"	"tt0058724"	"movie"	"The Visit"	"The Visit"	0	1964	"\N"	"100"	"Drama"	7.7	1302
"57638"	"tt0058725"	"movie"	"Viva Las Vegas"	"Viva Las Vegas"	0	1964	"\N"	"85"	"Comedy,Musical"	6.4	5948
"57652"	"tt0058740"	"movie"	"Weekend at Dunkirk"	"Week-end à Zuydcoote"	0	1964	"\N"	"119"	"Drama,War"	6.9	1094
"57655"	"tt0058743"	"movie"	"What a Way to Go!"	"What a Way to Go!"	0	1964	"\N"	"111"	"Comedy,Romance"	7	3697
